nbfc_id,layer,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,gnpa_amount_cr,nnpa_pct,nnpa_amount_cr,pcr,crar_pct,roa_pct
NBFC001,Upper Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),12464.71,6.055,754.74,2.026,252.54,0.665,29.19,3.417
NBFC001,Upper Layer,FY23Q4,2023-03-31,Retail (Vehicle),24929.42,3.739,932.11,1.234,307.63,0.67,27.55,2.694
NBFC001,Upper Layer,FY23Q4,2023-03-31,Wholesale/Corporate,14957.65,3.924,586.94,1.295,193.7,0.67,29.52,3.234
NBFC001,Upper Layer,FY24Q2,2023-09-30,Infrastructure,19028.41,3.074,584.93,0.922,175.44,0.7,30.2,3.133
NBFC001,Upper Layer,FY24Q2,2023-09-30,MSME,16310.06,4.462,727.75,1.339,218.39,0.7,24.91,3.119
NBFC001,Upper Layer,FY24Q2,2023-09-30,Microfinance,5436.69,6.796,369.48,2.039,110.85,0.7,29.09,3.604
NBFC001,Upper Layer,FY24Q2,2023-09-30,Retail (Gold),8155.03,1.203,98.11,0.361,29.44,0.7,25.63,3.346
NBFC001,Upper Layer,FY24Q2,2023-09-30,Retail (Housing),29901.78,1.782,532.85,0.535,159.97,0.7,27.395,3.631
NBFC001,Upper Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),13591.72,6.092,828.01,1.828,248.46,0.7,25.3,2.717
NBFC001,Upper Layer,FY24Q2,2023-09-30,Retail (Vehicle),27183.44,3.527,958.76,1.058,287.6,0.7,28.03,3.498
NBFC001,Upper Layer,FY24Q2,2023-09-30,Wholesale/Corporate,16310.06,3.674,599.23,1.102,179.74,0.7,25.71,3.571
NBFC001,Upper Layer,FY24Q4,2024-03-31,Infrastructure,21205.79,1.964,416.48,0.53,112.39,0.73,29.39,3.567
NBFC001,Upper Layer,FY24Q4,2024-03-31,Microfinance,6058.8,4.637,280.95,1.252,75.86,0.73,25.46,3.041
NBFC001,Upper Layer,FY24Q4,2024-03-31,Retail (Gold),9088.19,0.733,66.62,0.198,17.99,0.73,29.22,3.127
NBFC001,Upper Layer,FY24Q4,2024-03-31,Retail (Housing),33323.38,1.251,416.88,0.338,112.63,0.73,26.75,3.721
NBFC001,Upper Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),15146.99,3.67,555.89,0.991,150.11,0.73,26.83,2.997
NBFC001,Upper Layer,FY24Q4,2024-03-31,Retail (Vehicle),30293.98,2.294,694.94,0.619,187.52,0.73,27.62,3.162
NBFC001,Upper Layer,FY24Q4,2024-03-31,Wholesale/Corporate,18176.39,2.543,462.23,0.687,124.87,0.73,24.07,3.474
NBFC001,Upper Layer,FY25Q2,2024-09-30,Infrastructure,22657.37,2.796,633.5,0.671,152.03,0.76,27.28,3.568
NBFC001,Upper Layer,FY25Q2,2024-09-30,MSME,19420.61,4.06,788.48,0.936,181.78,0.769,27.0,3.592
NBFC001,Upper Layer,FY25Q2,2024-09-30,Microfinance,6473.54,6.267,405.7,1.434,92.83,0.771,24.84,3.363
NBFC001,Upper Layer,FY25Q2,2024-09-30,Retail (Gold),9710.3,1.074,104.29,0.258,25.05,0.76,23.16,2.641
NBFC001,Upper Layer,FY25Q2,2024-09-30,Retail (Housing),35604.44,1.652,588.19,0.396,140.99,0.76,25.47,2.583
NBFC001,Upper Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),16183.84,5.399,873.77,1.296,209.74,0.76,24.73,2.619
NBFC001,Upper Layer,FY25Q2,2024-09-30,Retail (Vehicle),32367.68,3.189,1032.21,0.765,247.61,0.76,26.17,3.128
NBFC001,Upper Layer,FY25Q2,2024-09-30,Wholesale/Corporate,19420.61,3.592,697.59,0.862,167.41,0.76,27.6,3.063
NBFC001,Upper Layer,FY25Q4,2025-03-31,Infrastructure,24108.96,2.591,624.66,0.544,131.15,0.79,25.16,3.37
NBFC001,Upper Layer,FY25Q4,2025-03-31,MSME,20664.82,3.574,738.56,0.751,155.19,0.79,25.04,2.677
NBFC001,Upper Layer,FY25Q4,2025-03-31,Microfinance,6888.27,5.656,389.6,1.188,81.83,0.79,25.49,2.941
NBFC001,Upper Layer,FY25Q4,2025-03-31,Retail (Gold),10332.41,0.973,100.53,0.204,21.08,0.79,24.28,2.319
NBFC001,Upper Layer,FY25Q4,2025-03-31,Retail (Housing),37885.51,1.556,589.5,0.3155,119.53,0.797,27.61,2.231
NBFC001,Upper Layer,FY25Q4,2025-03-31,Retail (Personal/Unsecured),17220.69,4.81,828.32,1.01,173.93,0.79,26.45,3.248
NBFC001,Upper Layer,FY25Q4,2025-03-31,Retail (Vehicle),34441.37,2.906,1000.87,0.61,210.09,0.79,27.71,2.31
NBFC001,Upper Layer,FY25Q4,2025-03-31,Wholesale/Corporate,20664.82,3.178,656.73,0.667,137.83,0.79,26.74,3.333
NBFC002,Upper Layer,FY21Q4,2021-03-31,Infrastructure,16659.03,4.882,813.29,2.197,366.0,0.55,26.74,1.24
NBFC002,Upper Layer,FY21Q4,2021-03-31,MSME,14279.17,7.44,1062.37,3.348,478.07,0.55,23.15,1.851
NBFC002,Upper Layer,FY21Q4,2021-03-31,Microfinance,4759.72,12.269,583.97,5.521,262.78,0.55,22.28,1.222
NBFC002,Upper Layer,FY21Q4,2021-03-31,Retail (Gold),7139.58,2.005,143.15,0.902,64.4,0.55,22.72,1.347
NBFC002,Upper Layer,FY21Q4,2021-03-31,Retail (Housing),26178.48,3.009,787.71,1.354,354.46,0.55,23.53,1.325
NBFC002,Upper Layer,FY21Q4,2021-03-31,Retail (Personal/Unsecured),11899.31,9.659,1149.35,4.347,517.26,0.55,26.7,1.33
NBFC002,Upper Layer,FY21Q4,2021-03-31,Retail (Vehicle),23798.61,6.19,1473.13,2.786,663.03,0.55,22.74,1.24
NBFC002,Upper Layer,FY21Q4,2021-03-31,Wholesale/Corporate,14279.17,6.7,956.7,3.015,430.52,0.55,26.61,1.4
NBFC002,Upper Layer,FY22Q2,2021-09-30,Infrastructure,17595.64,5.005,880.66,2.102,369.86,0.58,23.11,1.072
NBFC002,Upper Layer,FY22Q2,2021-09-30,MSME,15081.97,7.202,1086.2,3.025,456.23,0.58,28.8,1.483
NBFC002,Upper Layer,FY22Q2,2021-09-30,Microfinance,5027.32,11.632,584.78,4.885,245.58,0.58,24.8,1.411
NBFC002,Upper Layer,FY22Q2,2021-09-30,Retail (Gold),7540.99,2.0,150.82,0.84,63.34,0.58,25.69,1.711
NBFC002,Upper Layer,FY22Q2,2021-09-30,Retail (Personal/Unsecured),12568.31,10.2,1281.97,4.284,538.43,0.58,27.29,2.053
NBFC002,Upper Layer,FY22Q2,2021-09-30,Retail (Vehicle),25136.62,6.029,1515.49,2.532,636.46,0.58,24.74,1.199
NBFC002,Upper Layer,FY22Q2,2021-09-30,Wholesale/Corporate,15081.97,6.467,975.35,2.716,409.63,0.58,26.25,1.4545
NBFC002,Upper Layer,FY22Q4,2022-03-31,Infrastructure,18536.16,4.507,835.42,1.758,325.87,0.61,29.68,1.362
NBFC002,Upper Layer,FY22Q4,2022-03-31,Microfinance,5401.97,11.102,599.73,4.33,233.91,0.61,25.9,1.822
NBFC002,Upper Layer,FY22Q4,2022-03-31,Retail (Gold),7944.07,1.82,144.58,0.71,56.4,0.61,24.24,1.117
NBFC002,Upper Layer,FY22Q4,2022-03-31,Retail (Housing),29128.25,2.828,823.75,1.103,321.28,0.61,23.71,2.146
NBFC002,Upper Layer,FY22Q4,2022-03-31,Retail (Personal/Unsecured),13240.11,9.145499999999998,1210.87,3.681,487.37,0.598,26.32,1.881
NBFC002,Upper Layer,FY22Q4,2022-03-31,Retail (Vehicle),26480.23,5.672,1501.96,2.212,585.74,0.61,24.11,1.827
NBFC002,Upper Layer,FY22Q4,2022-03-31,Wholesale/Corporate,15888.14,6.27,996.19,2.445,388.47,0.61,24.51,1.803
NBFC002,Upper Layer,FY23Q2,2022-09-30,Infrastructure,20064.51,3.989,800.37,1.436,288.13,0.64,28.45,2.316
NBFC002,Upper Layer,FY23Q2,2022-09-30,MSME,17198.15,5.905,1015.55,2.126,365.63,0.64,27.51,1.939
NBFC002,Upper Layer,FY23Q2,2022-09-30,Microfinance,5732.72,9.421,540.08,3.546,203.28,0.624,30.19,1.746
NBFC002,Upper Layer,FY23Q2,2022-09-30,Retail (Gold),8599.08,1.543,132.68,0.555,47.72,0.64,26.41,2.151
NBFC002,Upper Layer,FY23Q2,2022-09-30,Retail (Housing),32160.55,2.359,758.67,0.849,273.04,0.64,25.36,1.688
NBFC002,Upper Layer,FY23Q2,2022-09-30,Retail (Personal/Unsecured),14331.79,8.113,1162.74,2.921,418.63,0.64,27.06,1.868
NBFC002,Upper Layer,FY23Q2,2022-09-30,Retail (Vehicle),28663.59,4.811,1379.01,1.732,496.45,0.64,26.28,2.453
NBFC002,Upper Layer,FY23Q2,2022-09-30,Wholesale/Corporate,17198.15,5.1,877.11,1.836,315.76,0.64,28.8,2.61
NBFC002,Upper Layer,FY23Q4,2023-03-31,Infrastructure,21671.24,3.26,706.48,1.076,233.18,0.67,29.02,3.078
NBFC002,Upper Layer,FY23Q4,2023-03-31,MSME,18575.35,4.677,868.77,1.543,286.62,0.67,24.66,2.393
NBFC002,Upper Layer,FY23Q4,2023-03-31,Microfinance,6191.78,7.46,461.91,2.462,152.44,0.67,28.33,3.119
NBFC002,Upper Layer,FY23Q4,2023-03-31,Retail (Gold),9287.67,1.175,109.13,0.388,36.04,0.67,24.51,2.896
NBFC002,Upper Layer,FY23Q4,2023-03-31,Retail (Housing),34054.8,2.026,689.95,0.669,227.83,0.67,29.65,3.499
NBFC002,Upper Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),15479.46,6.046,935.89,1.995,308.82,0.67,29.15,2.39
NBFC002,Upper Layer,FY23Q4,2023-03-31,Retail (Vehicle),30958.91,3.612,1118.24,1.192,369.03,0.67,24.75,2.545
NBFC002,Upper Layer,FY23Q4,2023-03-31,Wholesale/Corporate,18575.35,4.008,744.5,1.323,245.75,0.67,27.98,3.16
NBFC002,Upper Layer,FY24Q2,2023-09-30,Infrastructure,23630.66,3.019,713.41,0.906,214.09,0.7,29.13,2.787
NBFC002,Upper Layer,FY24Q2,2023-09-30,Microfinance,6751.62,7.233,488.34,2.17,146.51,0.7,26.38,2.733
NBFC002,Upper Layer,FY24Q2,2023-09-30,Retail (Gold),10127.43,1.145,115.96,0.343,34.74,0.7,28.28,3.413
NBFC002,Upper Layer,FY24Q2,2023-09-30,Retail (Housing),37133.9,1.839,682.89,0.552,204.98,0.7,27.29,3.363
NBFC002,Upper Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),16879.05,5.587,943.03,1.676,282.89,0.7,29.14,3.304
NBFC002,Upper Layer,FY24Q2,2023-09-30,Retail (Vehicle),33758.09,3.664,1236.9,1.099,371.0,0.7,28.92,3.107
NBFC002,Upper Layer,FY24Q2,2023-09-30,Wholesale/Corporate,20254.85,3.735,756.52,1.12,226.85,0.7,28.08,2.889
NBFC002,Upper Layer,FY24Q4,2024-03-31,Infrastructure,26334.67,1.975,520.11,0.545,143.52,0.724,26.81,3.239
NBFC002,Upper Layer,FY24Q4,2024-03-31,MSME,22572.57,2.874,648.74,0.776,175.16,0.73,25.76,3.214
NBFC002,Upper Layer,FY24Q4,2024-03-31,Microfinance,7524.19,4.738,356.5,1.279,96.23,0.73,27.74,2.74
NBFC002,Upper Layer,FY24Q4,2024-03-31,Retail (Gold),11286.29,0.785,88.6,0.212,23.93,0.73,24.47,3.097
NBFC002,Upper Layer,FY24Q4,2024-03-31,Retail (Housing),41383.05,1.271,525.98,0.343,141.94,0.73,29.12,3.681
NBFC002,Upper Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),18810.48,3.702,696.36,1.0,188.1,0.73,27.82,2.957
NBFC002,Upper Layer,FY24Q4,2024-03-31,Retail (Vehicle),37620.96,2.208,830.67,0.596,224.22,0.73,27.21,3.199
NBFC002,Upper Layer,FY24Q4,2024-03-31,Wholesale/Corporate,22572.57,2.594,585.53,0.7,158.01,0.73,29.21,3.097
NBFC002,Upper Layer,FY25Q2,2024-09-30,Infrastructure,28137.34,2.748,773.21,0.6455,181.63,0.765,26.47,2.921
NBFC002,Upper Layer,FY25Q2,2024-09-30,MSME,24117.72,3.887,937.46,0.933,225.02,0.76,27.46,2.59
NBFC002,Upper Layer,FY25Q2,2024-09-30,Microfinance,8039.24,6.236,501.33,1.497,120.35,0.76,23.34,2.756
NBFC002,Upper Layer,FY25Q2,2024-09-30,Retail (Gold),12058.86,1.021,123.12,0.245,29.54,0.76,26.44,2.795
NBFC002,Upper Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),20098.1,5.455,1096.35,1.309,263.08,0.76,24.98,3.527
NBFC002,Upper Layer,FY25Q2,2024-09-30,Retail (Vehicle),40196.2,3.228,1297.53,0.775,311.52,0.76,26.92,3.342
NBFC002,Upper Layer,FY25Q2,2024-09-30,Wholesale/Corporate,24117.72,3.507,845.81,0.842,203.07,0.76,24.08,3.322
NBFC002,Upper Layer,FY25Q4,2025-03-31,Infrastructure,29940.01,2.359,706.28,0.495,148.2,0.79,26.58,2.542
NBFC002,Upper Layer,FY25Q4,2025-03-31,MSME,25662.87,3.726,956.2,0.782,200.68,0.79,25.14,3.254
NBFC002,Upper Layer,FY25Q4,2025-03-31,Microfinance,8554.29,5.931,507.35,1.246,106.59,0.79,26.48,3.21
NBFC002,Upper Layer,FY25Q4,2025-03-31,Retail (Gold),12831.43,0.918,117.79,0.193,24.76,0.79,24.9,2.839
NBFC002,Upper Layer,FY25Q4,2025-03-31,Retail (Housing),47048.59,1.568,737.72,0.329,154.79,0.79,25.54,2.644
NBFC002,Upper Layer,FY25Q4,2025-03-31,Retail (Personal/Unsecured),21385.72,4.594,982.46,0.965,206.37,0.79,26.47,2.911
NBFC002,Upper Layer,FY25Q4,2025-03-31,Retail (Vehicle),42771.45,2.875,1229.68,0.604,258.34,0.79,28.69,2.709
NBFC002,Upper Layer,FY25Q4,2025-03-31,Wholesale/Corporate,25662.87,3.006,771.43,0.631,161.93,0.79,26.64,3.225
NBFC003,Upper Layer,FY21Q4,2021-03-31,Infrastructure,15210.05,5.095,774.95,2.293,348.77,0.55,22.12,1.365
NBFC003,Upper Layer,FY21Q4,2021-03-31,MSME,13037.18,7.635,995.39,3.436,447.96,0.55,26.64,1.861
NBFC003,Upper Layer,FY21Q4,2021-03-31,Microfinance,4345.73,11.463,498.15,5.158,224.15,0.55,23.72,1.293
NBFC003,Upper Layer,FY21Q4,2021-03-31,Retail (Gold),6518.59,1.985,129.39,0.893,58.21,0.55,22.27,1.4355
NBFC003,Upper Layer,FY21Q4,2021-03-31,Retail (Housing),23901.5,3.103,741.66,1.45,346.57,0.533,24.3,2.096
NBFC003,Upper Layer,FY21Q4,2021-03-31,Retail (Personal/Unsecured),10864.32,9.506,1032.76,4.278,464.78,0.55,26.85,1.729
NBFC003,Upper Layer,FY21Q4,2021-03-31,Retail (Vehicle),21728.64,6.177,1342.18,2.78,604.06,0.55,27.84,1.467
NBFC003,Upper Layer,FY21Q4,2021-03-31,Wholesale/Corporate,13037.18,6.27,817.43,2.821,367.78,0.55,22.21,0.926
NBFC003,Upper Layer,FY22Q2,2021-09-30,Infrastructure,16065.19,5.152,827.68,2.164,347.65,0.58,27.13,2.134
NBFC003,Upper Layer,FY22Q2,2021-09-30,MSME,13770.16,7.11,979.06,2.986,411.18,0.58,24.67,1.377
NBFC003,Upper Layer,FY22Q2,2021-09-30,Microfinance,4590.05,12.04,552.64,5.057,232.12,0.58,24.36,1.92
NBFC003,Upper Layer,FY22Q2,2021-09-30,Retail (Gold),6885.08,1.948,134.12,0.818,56.32,0.58,24.9,1.626
NBFC003,Upper Layer,FY22Q2,2021-09-30,Retail (Housing),25245.29,3.012,760.39,1.265,319.35,0.58,25.33,1.622
NBFC003,Upper Layer,FY22Q2,2021-09-30,Retail (Personal/Unsecured),11475.13,9.723,1115.73,4.084,468.64,0.58,23.23,2.098
NBFC003,Upper Layer,FY22Q2,2021-09-30,Retail (Vehicle),22950.27,6.314,1449.08,2.652,608.64,0.58,25.15,1.93
NBFC003,Upper Layer,FY22Q2,2021-09-30,Wholesale/Corporate,13770.16,6.388,879.64,2.683,369.45,0.58,25.36,1.87
NBFC003,Upper Layer,FY22Q4,2022-03-31,Infrastructure,16923.9,4.484,758.87,1.749,296.0,0.61,26.51,1.403
NBFC003,Upper Layer,FY22Q4,2022-03-31,MSME,14506.2,6.562,951.9,2.559,371.21,0.61,23.73,1.985
NBFC003,Upper Layer,FY22Q4,2022-03-31,Microfinance,4835.4,10.544,509.84,4.112,198.83,0.61,28.34,2.234
NBFC003,Upper Layer,FY22Q4,2022-03-31,Retail (Gold),7253.1,1.902,137.95,0.742,53.82,0.61,28.75,1.196
NBFC003,Upper Layer,FY22Q4,2022-03-31,Retail (Housing),26594.71,2.801,744.92,1.092,290.41,0.61,26.76,2.006
NBFC003,Upper Layer,FY22Q4,2022-03-31,Retail (Personal/Unsecured),12088.5,8.654,1046.14,3.375,407.99,0.61,25.91,1.289
NBFC003,Upper Layer,FY22Q4,2022-03-31,Retail (Vehicle),24177.01,5.2,1257.2,2.028,490.31,0.61,28.71,1.421
NBFC003,Upper Layer,FY22Q4,2022-03-31,Wholesale/Corporate,14506.2,5.96,864.57,2.324,337.12,0.61,25.7,1.475
NBFC003,Upper Layer,FY23Q2,2022-09-30,Infrastructure,18319.32,4.192,767.95,1.509,276.44,0.64,28.44,1.522
NBFC003,Upper Layer,FY23Q2,2022-09-30,Microfinance,5234.09,8.98,470.02,3.233,169.22,0.64,25.3,1.965
NBFC003,Upper Layer,FY23Q2,2022-09-30,Retail (Gold),7851.14,1.55,121.69,0.558,43.81,0.64,27.64,2.398
NBFC003,Upper Layer,FY23Q2,2022-09-30,Retail (Personal/Unsecured),13085.23,7.631,998.53,2.747,359.45,0.64,24.74,2.097
NBFC003,Upper Layer,FY23Q2,2022-09-30,Retail (Vehicle),26170.46,4.788,1253.04,1.724,451.18,0.64,24.48,2.223
NBFC003,Upper Layer,FY23Q2,2022-09-30,Wholesale/Corporate,15702.28,5.239,822.64,1.886,296.15,0.64,25.23,2.636
NBFC003,Upper Layer,FY23Q4,2023-03-31,Infrastructure,19786.3,3.314,655.72,1.094,216.46,0.67,25.56,2.69
NBFC003,Upper Layer,FY23Q4,2023-03-31,MSME,16959.68,4.58,776.75,1.5074999999999998,255.67,0.671,25.72,3.404
NBFC003,Upper Layer,FY23Q4,2023-03-31,Microfinance,5653.23,7.206,407.37,2.378,134.43,0.67,30.17,3.196
NBFC003,Upper Layer,FY23Q4,2023-03-31,Retail (Gold),8479.84,1.187,100.66,0.392,33.24,0.67,28.05,2.462
NBFC003,Upper Layer,FY23Q4,2023-03-31,Retail (Housing),31092.76,2.008,624.34,0.663,206.14,0.67,29.76,2.439
NBFC003,Upper Layer,FY23Q4,2023-03-31,Retail (Personal/Unsecured),14133.07,5.902,834.13,1.948,275.31,0.67,27.28,3.088
NBFC003,Upper Layer,FY23Q4,2023-03-31,Retail (Vehicle),28266.14,3.599,1017.3,1.188,335.8,0.67,25.23,2.544
NBFC003,Upper Layer,FY23Q4,2023-03-31,Wholesale/Corporate,16959.68,4.148,703.49,1.369,232.18,0.67,29.85,2.417
NBFC003,Upper Layer,FY24Q2,2023-09-30,Infrastructure,21575.29,2.883,622.02,0.865,186.63,0.7,30.13,2.773
NBFC003,Upper Layer,FY24Q2,2023-09-30,MSME,18493.11,4.247,785.4,1.274,235.6,0.7,27.95,3.146
NBFC003,Upper Layer,FY24Q2,2023-09-30,Microfinance,6164.37,7.191,443.28,2.157,132.97,0.7,26.05,3.52
NBFC003,Upper Layer,FY24Q2,2023-09-30,Retail (Gold),9246.55,1.208,111.7,0.362,33.47,0.7,30.41,2.816
NBFC003,Upper Layer,FY24Q2,2023-09-30,Retail (Housing),33904.03,1.824,618.41,0.547,185.46,0.7,26.9,3.24
NBFC003,Upper Layer,FY24Q2,2023-09-30,Retail (Personal/Unsecured),15410.92,5.96,918.49,1.788,275.55,0.7,26.93,3.075
NBFC003,Upper Layer,FY24Q2,2023-09-30,Retail (Vehicle),30821.85,3.555,1095.72,1.066,328.56,0.7,28.05,3.502
NBFC003,Upper Layer,FY24Q2,2023-09-30,Wholesale/Corporate,18493.11,3.999,739.54,1.2,221.92,0.7,30.16,2.946
NBFC003,Upper Layer,FY24Q4,2024-03-31,Infrastructure,24044.11,1.956,470.3,0.528,126.95,0.73,29.47,3.715
NBFC003,Upper Layer,FY24Q4,2024-03-31,MSME,20609.24,2.828,582.83,0.764,157.45,0.73,23.91,3.643
NBFC003,Upper Layer,FY24Q4,2024-03-31,Microfinance,6869.75,4.489,308.38,1.212,83.26,0.73,28.46,3.198
NBFC003,Upper Layer,FY24Q4,2024-03-31,Retail (Gold),10304.62,0.7675000000000001,79.09,0.219,22.57,0.715,26.99,2.732
NBFC003,Upper Layer,FY24Q4,2024-03-31,Retail (Housing),37783.6,1.166,440.56,0.315,119.02,0.73,26.34,2.765
NBFC003,Upper Layer,FY24Q4,2024-03-31,Retail (Personal/Unsecured),17174.36,3.847,660.7,1.039,178.44,0.73,23.79,3.511
NBFC003,Upper Layer,FY24Q4,2024-03-31,Retail (Vehicle),34348.73,2.301,790.36,0.655,224.98,0.715,26.41,3.233
NBFC003,Upper Layer,FY24Q4,2024-03-31,Wholesale/Corporate,20609.24,2.634,542.85,0.711,146.53,0.73,29.42,3.134
NBFC003,Upper Layer,FY25Q2,2024-09-30,Infrastructure,25689.99,2.804,720.35,0.673,172.89,0.76,23.19,3.0629999999999997
NBFC003,Upper Layer,FY25Q2,2024-09-30,MSME,22019.99,3.799,836.54,0.912,200.82,0.76,25.47,3.503
NBFC003,Upper Layer,FY25Q2,2024-09-30,Microfinance,7340.0,6.221,456.62,1.493,109.59,0.76,27.94,3.379
NBFC003,Upper Layer,FY25Q2,2024-09-30,Retail (Gold),11009.99,1.049,115.49,0.252,27.75,0.76,26.73,3.164
NBFC003,Upper Layer,FY25Q2,2024-09-30,Retail (Housing),40369.98,1.667,672.97,0.4,161.48,0.76,28.77,2.439
NBFC003,Upper Layer,FY25Q2,2024-09-30,Retail (Personal/Unsecured),18349.99,5.378,986.86,1.291,236.9,0.76,24.95,3.408
NBFC003,Upper Layer,FY25Q2,2024-09-30,Retail (Vehicle),36699.98,3.204,1175.87,0.769,282.22,0.76,26.17,3.585
NBFC003,Upper Layer,FY25Q2,2024-09-30,Wholesale/Corporate,22019.99,3.562,784.35,0.855,188.27,0.76,23.58,3.419
